Website,Rating,Review_title,Review_date,Review_text,
Trip Advisor,Excellent,Amazing food and initiative ,25 March 2019 ,"Dear guest,Thank you for taking the time to write your review of our restaurant. Your comments are very much valued. We really appreciate you valuable response towards our service an food quality Our staff members take their roles in our industry very seriously and...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Great food and initiative,24 March 2019 ,"Came here with a tour group and was extremely happy with all aspects of this restaurant. The food was delicious, staff were lovely and the interior was nice, also definitely is a kitchen with a great cause.<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Great food amazing cause,24 March 2019 ,"Dear guest,Thank you for taking the time to write your review of our restaurant. Your comments are very much valued. We really appreciate you valuable response towards our service an food quality Our staff members take their roles in our industry very seriously and...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Great place to eat and enjoy!,22 March 2019 ,"The food &amp; service at Kitchen with a Cause was superb. One of the best meals we have had on our two weeks of travel in India. They have a varied menu to choose from. We would definitely visit here again.<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Great!,22 March 2019 ,"Dear guest,Thank you for taking the time to write your review of our restaurant. Your comments are very much valued. We really appreciate you valuable response towards our service an food quality Our staff members take their roles in our industry very seriously and...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Excellent!,22 March 2019 ,"What's better than a restaurant that serves delicious food and have a good cause at the same time? This restaurant trains young people from the streets and help them getting into hospitality service. People that wouldn't otherwise have any chance of getting a good life...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Very ncie,19 March 2019 ,"Dear guest,Thank you for taking the time to write your review of our restaurant. Your comments are very much valued. We really appreciate you valuable response towards our service an food quality Our staff members take their roles in our industry very seriously and...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Very Good,Great cause,16 March 2019 ,"We ate here as a destination after learning about this restaurant.   They train former street kids in the hospitality industry and help them find employment after they complete the training.  That was a good enough reason for us to eat here.  We were here mid...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Great little place,14 March 2019 ,"Dear guest,Thank you for taking the time to write your review of our restaurant. Your comments are very much valued. We really appreciate you valuable response towards our service an food quality Our staff members take their roles in our industry very seriously and...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Don’t miss out on this place ,7 March 2019 ,"Great little restaurant next to a shopping street. The food is tasty and the service excellent.The place have a social philosophy, helping the street children to a better future - love it!<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Great Food Great Service Great Cause. ,25 February 2019 ,"Dear guest,Thank you for taking the time to write your review of our restaurant. Your comments are very much valued. We really appreciate you valuable response towards our service an food quality Our staff members take their roles in our industry very seriously and...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Incredible!,23 February 2019 ,"We had an excellent meal here. The sauces are thick and beautifully spiced and the breads were needed for making sure none of that sauce was left behind. They have a great selection of drinks too. The staff are warm and welcoming.<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,"Good, we’ll priced food with a great story to tell",19 February 2019 ,"Dear guest,Thank you for taking the time to write your review of our restaurant. Your comments are very much valued. We really appreciate you valuable response towards our service an food quality Our staff members take their roles in our industry very seriously and...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Terrible,Didn’t eat here the place is not keen on solo travellers taking up room,14 February 2019 ,"Visited this restaurant with a group of friends recently so a varied order was placed. All choices were excellent with no complaints would highly recommend this restaurant for quality of food and service not to mention the great work they do for the local community....<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Wonderful restaurant with a feel good edge,13 February 2019 ,"Dear guest,Thank you for taking the time to write your review of our restaurant. Your comments are very much valued. We really appreciate you valuable response towards our service an food quality Our staff members take their roles in our industry very seriously and...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,"Lovely food, pleasant staff, great cause",12 February 2019 ,"Visited here recently for 2 nights in a row (it was that good!). The food here was amazing, the cause even better! Visited with family and we had different things each night, everything was great! The staff and the atmostphere were awsome!<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Highly recommend,12 February 2019 ,"Dear guest,Thank you for taking the time to write your review of our restaurant. Your comments are very much valued. We really appreciate you valuable response towards our service an food quality Our staff members take their roles in our industry very seriously and...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Great place,11 February 2019 ,"Really good food and service, also serving alcohol and meet dishes. Great to know that they also help develop some less fortunate people<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Great food with a greater cause,7 February 2019 ,"Dear guest,Thank you for taking the time to write your review of our restaurant. Your comments are very much valued. We really appreciate you valuable response towards our service an food quality Our staff members take their roles in our industry very seriously and...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Very Good,Nice modern restaurant supporting locals,7 February 2019 ,"A restaurant with great food and A refreshingly new consept that helps less fortunate youth develope skill sets in the hospitality industry and set their footing towards a better future . Don't miss the Naiza chicken and the Dhungari dal makhani.They also have great deals...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,"Great food, staff &amp; cause",5 February 2019 ,"Dear guest,Thank you for taking the time to write your review of our restaurant. Your comments are very much valued. We really appreciate you valuable response towards our service an food quality Our staff members take their roles in our industry very seriously and...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Poor,Did not like the taste of food,26 January 2019 ,"This is an easy restaurant as it is focused on westerners so it feels “easy”. Idea is they train up homeless people in a trade in the hospitality industry.Food was good, a bit expensive but not silly and it’s s good cause . I...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Great food in local surroundings,25 January 2019 ,"Dear guest,Thank you for taking the time to write your review of our restaurant. Your comments are very much valued. We really appreciate you valuable response towards our service an food quality Our staff members take their roles in our industry very seriously and...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Very Good,Staff kindly and nice foods,10 January 2019 ,"Visited this place after reading reviews on Trip Advisor &amp; was not dissapointed. Staff very attentive, food delicious &amp; the atmosphere was great. Fantastic cause &amp; would highly recommend a visit 🥗<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Average,Decent restaurant,7 January 2019 ,"Dear guest,Thank you for taking the time to write your review of our restaurant. Your comments are very much valued. We really appreciate you valuable response towards our service an food quality Our staff members take their roles in our industry very seriously and...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Great food and ambience ,7 January 2019 ,"I visited this restaurant with my friends after seeing the review on Tripadvisor but after eating food I did not find the taste upto the mark. Ambiance is fine but  first and formost thing is taste of the food which was not upto the mark....<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Excellent all round,6 January 2019 ,Really good food in bazaar area of Delhi. Wemt twice in our few days in Delhi each really enjoyed the food and service.,
Trip Advisor,Excellent,Worth your money and time,5 January 2019 ,The staff is very courteous and takes the trouble of going an extra mile if you have any special requests for the food you have ordered. Relished the food and appreciate the cause they are supporting. Will definitely suggest this place. Good food and ambience.,
Trip Advisor,Excellent,Delicious Dinner,3 January 2019 ,Great menu options from various cuisines. Chose to try Tikka Masala and Rogan Josh.  Delicious with just the right amount of heat!! Nice atmosphere and very clean. Excellent service!! Will eat there again.,
Trip Advisor,Excellent,beautiful food,3 January 2019 ,"I came to this restaurant on the first night of my GAdvenures tour and thoroughly enjoyed it. The food was delicious I thoroughly enjoyed it, as did everyone else. The restaurant is clean and modern and I would happily go again",
Trip Advisor,Excellent,Amazing place,2 January 2019 ,"the restaurant is really nice, the food is great and the people...can change the world! their purpose to help children living on the street to learn a job in training session in the restaurant is fantistic!",
Trip Advisor,Average,Not bad not too good,1 January 2019 ,"The location is pretty, central crowdy. The restaurant is modern style, clean and the staff very helpful. The food is not as delicious as expected. This not means that is bad but my expectations was higher. Ismt is more expensive than the others restaurant but,...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Tasty treat,27 December 2018 ,"Great food, lovely service! People were friendly and warm, service was quick and food was beautiful!",
Trip Advisor,Excellent,Great food,24 December 2018 ,"This restaurant is a haven from the wild streets of Karol Bagh. We shared a green lentil daal and naan which was so rich and delicious. The staff are very polite. We love the idea behind this restaurant - training underprivileged people in the hospitality...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Very Good,Amazing food ,24 December 2018 ,The food here is simply amazing and delicious too and service also is just damn good of the restaurant.,
Trip Advisor,Excellent,Lunch,23 December 2018 ,"Last day in Delhi and we found this place, really nice and tasty food, and kitchen with a course is good thing to support.",
Trip Advisor,Excellent,Really good ,22 December 2018 ,We went there twice. Both times was good. The food was awesome please do try the chicken tika masala and garlic bread! My favorite place to eat :) the service is superb and the owner is always there,
Trip Advisor,Very Good,"Good food, great cause",20 December 2018 ,"Kitchen with a Cause is the perfect place to kickoff a visit to Delhi - it's a step out of the chaos, the food is delicious and it acts as a training ground for staff (a way to move into a new life).I went...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,A Safe Haven in the Heart of New Delhi,18 December 2018 ,"My friend and I arrived in Delhi both exhausted and culture shocked. By the time the evening had come, we had one thought on our mind: food. We wanted to try local Indian cuisine, without taking too much of a risk with Delhi street food...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Absolutely Amazing food and atmosphere,16 December 2018 ,"A very beautiful and vibrant place. The staff made us feel very welcome and were super friendly. We were impressed with quick and smooth service, and ofcourse - the most amazing curry we had in India! I had murrakan chicken the second time, and a...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Loved it!,16 December 2018 ,"I went to this restaurant twice whist I was staying in Delhi and I wish I could have gone more. The food, drink and staff are all excellent. I booked on-line and the staff greeted me by name on both occasions, and like an old...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Delicious Indian cuisine and fabulous service!,16 December 2018 ,"The tempting menu and tasty food was so good at KWAC that I went back a second time! I enjoyed some of the best meals I had while in India but what made these mealtimes even more special was the atmosphere. The staff are very...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,"Great Food, Cold Beer, Fantastic Staff &amp; Reasonably Priced",16 December 2018 ,"If you are looking for somewhere to eat in Karol Bagh and support a good cause at the same time this is the place.  My wife and I have just spent 3 weeks on our first tour in India, although we are seasoned Asia travellers....<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Very Good,"Good food &amp; service, for a good cause",14 December 2018 ,"I'd say the food is overpriced for the quality, but then take into account the good work this kitchen does, the money is all worth it. Service and food is average. They do have a good selection of Indian, Chinese and Western food, WITHOUT having...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,"Great staff,great food",12 December 2018 ,"We ate at Kitchen Witha Cause early in our trip to India and liked it so well we made sure we had our last Indian meal there. The staff was very attentive and helpful and the food was delicious. The complimentary appetizer of pickled shallots...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,The only place to eat in Delhi!,9 December 2018 ,"This is by far my favourite restaurant to eat in in India for so many reasons. The staff are very warm and friendly, the restaurant is super clean (which can sometimes be hard to find in Delhi!) and the food is incredible. The best part...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Amazing food!,5 December 2018 ,"This restaurant is clean the waiters are very friendly. My father and I liked it so much that we went three days in a row! We are no expert in India food but it was in the end of our India trip so we know...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Very Good,Our Favorite Restaurant in Delhi,4 December 2018 ,"We had a hard time finding the place the first time we went there for dinner.  It was in the middle of very busy open market in the Karol Bagh district of Delhi.The staff was very friendly and the service was efficient.  It was...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,100% Recommended,3 December 2018 ,"I try to seek out restaurants with a charitable cause while travelling. This one has a great cause which you can read more about elsewhere. But they wouldn't last long if the food was not good. Luckily it's great!What more to say... Good location...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,The best,29 November 2018 ,"This is a place with good atmosphere, friendly staff and divine food. I had the best chicken I have had in my life. KWAC is driven by a good heart and gives you a great opportunity to do something good for others while you eat....<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Great Restaurant,29 November 2018 ,"Dear Guest Thank you for writing such beautiful lines, glad you enjoyed our food and service. Looking forward for seeing you in near future.Best RegardsTEAM- KWAC",
Trip Advisor,Excellent,Great food and service,27 November 2018 ,"While travelling in Delhi had lunch at Kitchen With a Cause. This restaurant has very good food . It is modern looking and very clean. ,In addition to being a great place to eat , this restaurant gives apprenticeships to street kids who have been...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Perfect food,22 November 2018 ,Dear GuestThank you so much for your appreciations we always strive to give best experience to our guest and we are glad you enjoyed our experience.Looking forward  to see you again.RegardsTEAM-KWAC,
Trip Advisor,Excellent,Great place to eat,21 November 2018 ,"Excellent meal in a very clean and hygienic kitchen. The staff were friendly and prompt, one of the most enjoyable meals I had in India.<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,"Great service and food, with a purpose",20 November 2018 ,"Dear Guest,Thank you for taking the time to write your review of our restaurant, your valuable comment is very much appreciated.  Our staff members take their roles seriously to ensure the best possible customer service and we are Glad you enjoyed it thoroughly.Thanks...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Lovely restaurant,20 November 2018 ,"In case you are in Karol Bagh (or elsewhere in Delhi) you must visit this wonderful place. It is an oasis inside the bustling market and it will offer you wonderful drinks and food (veg and non-veg).We dined there every day we spent in...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Fantastic Restaurant ,20 November 2018 ,Great food and an even better concept! The staff was really nice and helpfull. I would definitely recommend this place!,
Trip Advisor,Excellent,What a concept! Amazing food!,20 November 2018 ,"Best mutton rara of my life! And even better hospitality, and even bigger cause. Hands down! Best of luck!",
Trip Advisor,Excellent,An idea can change a life,17 November 2018 ,"What a funky little spot to chill out with some delicious food and mocktails while listening to a killer playlist and supporting such a worthy cause. The service was fantastic - nothing was too much trouble! Bills were split easily, special dietary requirements catered for,...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Excellent experience ,16 November 2018 ,"Found this restaurant near where we stayed. Great staff, excellent food Good gluten free options and a reasonable price.",
Trip Advisor,Very Good,"Bright, well run, consistent and clean.",15 November 2018 ,"Tucked into the ground floor of the Hotel Good Palace, on Lane 35 near Ajmal Khan Road in Karol Bagh. Easily accessible on foot, by rickshaw or Tuk-Tuk. A 10/15 minute walk from the Karol Bagh metro station. I have eaten here several times, both...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,"Lovely Food, wonderful cause",10 November 2018 ,"The food was fantastic, the staff were friendly and attentive. Fantastic cause, providing street children with skills for life to help them out of poverty.  Definitely worth a visit.",
Trip Advisor,Excellent,Echoing what others have said,5 November 2018 ,"Great place and even greater cause - my kids are still talking about their tasty meals (which they’re rarely do). We happened upon this spot after arriving in Delhi and looking for places to eat near our hotel. It was in walking distance and said...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,just as good the second time!,4 November 2018 ,"We came to this special place at the start of a guided tour around India and it was so good we had to come back our last night before leaving Delhi! Kitchen with a Cause gives local street kids an internship opportunity to learn the...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Great food for an even greater cause,1 November 2018 ,"Me and my daughter visited for dinner and was offered a range of vegan dishes. The manager understood that we couldn't eat dairy and even made us the most creamiest vegan Korma! The service was excellent and it was nice to see the managers training...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,A pleasant experience and good food,30 October 2018 ,"The manager was very helpful as well as the waitress who is getting a six months training which will allow her to get a job. The chicken Tika masala was wonderful. I would gladly come back as it is easy to reach from many hotels...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Lovely meal- second vist,28 October 2018 ,"Great safe place to eat, good menu  and fair pricing too. If Its not precisely what you want, ask them to mix it up as you like it Recommended!",
Trip Advisor,Excellent,Amazing food and Service!,26 October 2018 ,"My partner and I had lunch at Kitchen with a cause recently and absolutely loved it. The wait staff made us feel like we were stars and the food was outstanding. Despite the hustle and bustle of everything around you, this restaurant feels like an...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Perfect,18 October 2018 ,"I think it’s perfect place for European. The atmosphere is nice (just normal as for our standards, while in many places in India I felt creepy). The restaurant is much cleaner than Indian standards. The food and shakes are tasty and safe. Besides, they use...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,"Great food, great cause",16 October 2018 ,"We went to Kitchen With a Cause twice while in Delhi and just loved the experience. The staff is very friendly, the restaurant is very clean and the decor is beautiful. All the food we tried was delicious and the drinks (mocktails and shakes) were...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Very Good,Great meals,14 October 2018 ,"just nowGreat meal, tad pricey (compared to what's out therr) but worth it I think. I can recommend the chef's selection which is enough for two people. My only complaint was lack of alcohol :)",
Trip Advisor,Excellent,Absolutely loved it,10 October 2018 ,"I loved it so much I had 7 meals there during my 6 days in Delhi. It was spotless, the food was tasty and well presented and the bathroom clean. The staff were lovely and friendly. I felt very safe eating there so just kept...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Great food ,9 October 2018 ,"I thought this place will have average food as the focus might be on community building only, but I was wrong . So good to see that great food, clean restaurant and a social cause all are working hand in hand. Highly recommended",
Trip Advisor,Excellent,One of our best meals - but looks very touristy,5 October 2018 ,"We thought is might be a tourist trap, but it was one of our best meals in India. Very tasty. Also, I *loved* that they even had women servers! Progressive! It was the *only* place in India where we had that. And all for a...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Simple but impressive,1 October 2018 ,"Delightful restaurant for its ambiance, delicious, well presented food, value for money and polite and helpful staff. We shall definitely be returning!",
Trip Advisor,Very Good,Very good place,28 September 2018 ,Very good food and service...nice place to scape from the noise...and the toilet is very clean!I only miss a cold beer...but it seems that they are applyig for the license...,
Trip Advisor,Excellent,An Oasis,14 September 2018 ,"An oasis in the middle of hot, dusty, noisy, mid summer madness of Karol Bagh market district. Great food, fantastic variety, excellent service and all this in CLEAN HARMONIOUS and HYGIENIC environs",
Trip Advisor,Excellent,Really delcious,3 September 2018 ,"Really clean food, cheap and delicious. Perfect for people on holidays unsure what to eat. And a brilliant initiative helping people from the streets!",
Trip Advisor,Excellent,An important initiative,26 August 2018 ,"Dear Allen,Thank you for your valuable feedback . We are looking forward to seeing you again at Kitchen With A cause.Team - Kitchen With A Cause (KWAC)",
Trip Advisor,Excellent,Great food,23 August 2018 ,"Partially supported by Canadian travel company G Adventures, this Kitchen with a Cause gives an opportunity to street children to start a career and to learn skills which will allow them to survive and grow in the hectic world of  Delhi. One of the owners...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Very Good,Great place for tourists,21 August 2018 ,Great food. Worth a visit if you are in New Delhi. Staff are friendly and service excellent. We visited on our first night and last night in Delhi.,
Trip Advisor,Excellent,Fantastic place!,30 July 2018 ,"Our G adventure guide took us here and I noticed there were many other tourists groups. It's a lovely place and has really good food for for reasonable prices. went there twice during my stay. I really enjoyed their food! they have a great selection...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Very Good,Good quality,29 July 2018 ,"came here with a group and we had a great evening. Delicious food, immaculate service, very clean and a wonderful ethical background to the business. The best meal I had in all of India!",
Trip Advisor,Very Good,Restaurant with a cause,21 July 2018 ,We went through this place via g adventures. We were assured all food was safe and tasty. The vegetarian options were delicious!,
Trip Advisor,Excellent,India,9 July 2018 ,"We had dinner at Street kitchen and it gave you the warm and fuzzies as well as a nice reasonably priced meal. The staff are orphans who are trained and given jobs to help them along and they do a great job.  There is a...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Fantastic concept and food!,30 June 2018 ,"Street Kitchen &amp; Grill is a restaurant that helps young local people from India who grew up in orphanages. The owners provide a job for them in order to guide them towards independency, which is an AMAZING way to give back to their community. I...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Tasty food ,23 June 2018 ,"Not only is the restaurant modern and beautifully decorated, but they do a fantastic job of giving back to the community by training disadvantaged youth and training them in the service industry.  It’s a pretty new restaurant (and concept!) and they have really done a...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,"Great food, lovely place",20 May 2018 ,"This is a great project to support local people, but better than that, the restaurant itself has a lovely atmosphere, the decor is modern and the menu has something for everyone. Food was delicious - everyone in our group was pleased with their meal.",
Trip Advisor,Excellent,More than just a restaurant,13 May 2018 ,"Not only do they serve excellent food but this is also a training place for young people. The service is excellent and they offer an extensive menu as well as specials all at a very good price.  I have eaten here a number of times...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Canadian students visit unique restaurant,7 May 2018 ,Our university field school had a really great meal here. Great service and also an inspiring chat with the owner about the social innovation model that is helping street kids develop skills in the hospitality industry. Wonderful food.,
Trip Advisor,Excellent,"Clean, modern place with delicious food ",7 May 2018 ,"Clean place, looks like new in modern, industrial style. Very good food. The owner is asking if you are satisfied. My veg spaghetti in European style; Mango lassi - jami. 😊",
Trip Advisor,Excellent,Delicious and Generous,11 April 2018 ,"My daughter and I ate here two days in a row. The traditional and authentic Indian food was delicious. Portions were generous. The staff was friendly and attentive with a few speaking English. Menu of good variety in English. Premises were clean and decor was...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Incredible first meal in India,8 April 2018 ,We came here with our G Adventures group on our first meal in India. It was probably best meal we had here.No faults,
Trip Advisor,Excellent,Best food and amazing atmosphere,4 April 2018 ,"Street kitchen is amazing. I love it! The food is delicious and the menu is varied. And the best thing about the restaurant is that they support disadvantaged kids/young people by offering them opportunities to gain employment and a better future. A must try in...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Best food in Delhi,3 April 2018 ,"Went back here because the food is so good. Best we’ve had on our trip to India. Very clean and friendly place, dont miss this one!",
Trip Advisor,Excellent,"Fantastic food, brilliant place",3 April 2018 ,"We went back for this place. The food is amazing, we only ate the Indian food. They use their own herbs and have food you cannot get anywhere else. Take a look at the specials. With the money they make they help poor street children...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Great food and oasis in hectic Karol Bagh Market!,30 March 2018 ,"We were shopping in Karol Bagh and were looking for a place to eat and take a break from shopping. This was our haven! Friendly English speaking staff. We ordered the Dal and Butter chicken -very tasty and mild. The restrooms are clean . During...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Cause and Course,29 March 2018 ,"We ate here as a group on two occasions.The menu is varied , there is plenty of food and the food is of good quality. Sit back and enjoy a mocktail and a pickled onion  whilst young people are supported in making their way in...<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,well worth a visit.,19 March 2018 ,"Dear GuestGreetings from Street Kitchen!Thank you, for your valuable feedback we will strive to deliver the same values and services to all our guests. Looking forward for seeing you again in near future.Thanks Team Street Kitchen.",
Trip Advisor,Excellent,Eating delicious food for a cause,7 March 2018 ,"we weren't in Delhi long, but made a point of returning to this restaurant for a second visit on our last night as we knew the food would be delicious, well-presented, reasonably priced and the whole place is clean ( great loos!) and beautifully decorated....<span class=""taLnk ulBlueLinks"" onclick=""widgetEvCall('handlers.clickExpand',event,this);"">More</span>",
Trip Advisor,Excellent,Must try in Delhi! ,27 February 2018 ,"Dear Claire Thank you very much for your valuable feedback,  it means lot to us.  We will keep striving to give our best to our guest and our community. Looking forward to seeing you again. Thanks Team Street Kitchen &amp; Grill",
